epoch,input_type,metric_name,layer,value
0,train,loss,,4.819986343383789
0,test,loss,,4.913082599639893
0,train,accuracy,,0.013753238134086132
0,test,accuracy,,0.006111332681030035
0,general,weights_l2,embedding.weight,121.22056579589844
0,general,weights_l2,transformer.layers.0.self_attn.in_proj_weight,13.8399019241333
0,general,weights_l2,transformer.layers.0.self_attn.in_proj_bias,0.019442224875092506
0,general,weights_l2,transformer.layers.0.self_attn.out_proj.weight,6.517437934875488
0,general,weights_l2,transformer.layers.0.self_attn.out_proj.bias,0.011313709430396557
0,general,weights_l2,transformer.layers.0.linear1.weight,26.105300903320312
0,general,weights_l2,transformer.layers.0.linear1.bias,2.2982559204101562
0,general,weights_l2,transformer.layers.0.linear2.weight,6.532985210418701
0,general,weights_l2,transformer.layers.0.linear2.bias,0.14082013070583344
0,general,weights_l2,transformer.layers.0.norm1.weight,11.296919822692871
0,general,weights_l2,transformer.layers.0.norm1.bias,0.011313709430396557
0,general,weights_l2,transformer.layers.0.norm2.weight,11.28542423248291
0,general,weights_l2,transformer.layers.0.norm2.bias,0.011313709430396557
0,general,weights_l2,linear.weight,6.122597694396973
0,general,weights_l2,linear.bias,0.5506309866905212
0,train,zero_terms,,0.0
0,train,softmax_collapse,,0.0
1,train,loss,,0.01709902286529541
1,test,loss,,7.5143961906433105
1,train,accuracy,,0.9999999403953552
1,test,accuracy,,0.0002657101140357554
1,general,weights_l2,embedding.weight,91.81758117675781
1,general,weights_l2,transformer.layers.0.self_attn.in_proj_weight,18.55824089050293
1,general,weights_l2,transformer.layers.0.self_attn.in_proj_bias,0.9655810594558716
1,general,weights_l2,transformer.layers.0.self_attn.out_proj.weight,8.332671165466309
1,general,weights_l2,transformer.layers.0.self_attn.out_proj.bias,0.18045613169670105
1,general,weights_l2,transformer.layers.0.linear1.weight,32.364192962646484
1,general,weights_l2,transformer.layers.0.linear1.bias,2.472522735595703
1,general,weights_l2,transformer.layers.0.linear2.weight,17.179523468017578
1,general,weights_l2,transformer.layers.0.linear2.bias,0.10484466701745987
1,general,weights_l2,transformer.layers.0.norm1.weight,8.28630256652832
1,general,weights_l2,transformer.layers.0.norm1.bias,0.266361802816391
1,general,weights_l2,transformer.layers.0.norm2.weight,10.369452476501465
1,general,weights_l2,transformer.layers.0.norm2.bias,0.4132080376148224
1,general,weights_l2,linear.weight,16.902572631835938
1,general,weights_l2,linear.bias,0.4913853108882904
1,train,zero_terms,,0.0
1,train,softmax_collapse,,0.0
2,train,loss,,0.0042978147976100445
2,test,loss,,7.265563011169434
2,train,accuracy,,0.9999999403953552
2,test,accuracy,,0.0005314202280715108
2,general,weights_l2,embedding.weight,69.33516693115234
2,general,weights_l2,transformer.layers.0.self_attn.in_proj_weight,18.910737991333008
2,general,weights_l2,transformer.layers.0.self_attn.in_proj_bias,1.1415473222732544
2,general,weights_l2,transformer.layers.0.self_attn.out_proj.weight,8.062137603759766
2,general,weights_l2,transformer.layers.0.self_attn.out_proj.bias,0.12497539073228836
2,general,weights_l2,transformer.layers.0.linear1.weight,30.4884033203125
2,general,weights_l2,transformer.layers.0.linear1.bias,2.354647397994995
2,general,weights_l2,transformer.layers.0.linear2.weight,18.357406616210938
2,general,weights_l2,transformer.layers.0.linear2.bias,0.08005374670028687
2,general,weights_l2,transformer.layers.0.norm1.weight,6.0537800788879395
2,general,weights_l2,transformer.layers.0.norm1.bias,0.289004921913147
2,general,weights_l2,transformer.layers.0.norm2.weight,9.166579246520996
2,general,weights_l2,transformer.layers.0.norm2.bias,0.32940274477005005
2,general,weights_l2,linear.weight,20.632469177246094
2,general,weights_l2,linear.bias,0.3995682895183563
2,train,zero_terms,,0.0
2,train,softmax_collapse,,0.0
3,train,loss,,0.0020677235443145037
3,test,loss,,5.94096565246582
3,train,accuracy,,0.9999999403953552
3,test,accuracy,,0.007572738453745842
3,general,weights_l2,embedding.weight,52.49131774902344
3,general,weights_l2,transformer.layers.0.self_attn.in_proj_weight,19.302465438842773
3,general,weights_l2,transformer.layers.0.self_attn.in_proj_bias,1.168971061706543
3,general,weights_l2,transformer.layers.0.self_attn.out_proj.weight,7.848359107971191
3,general,weights_l2,transformer.layers.0.self_attn.out_proj.bias,0.08084803074598312
3,general,weights_l2,transformer.layers.0.linear1.weight,28.55413246154785
3,general,weights_l2,transformer.layers.0.linear1.bias,2.0947985649108887
3,general,weights_l2,transformer.layers.0.linear2.weight,19.262741088867188
3,general,weights_l2,transformer.layers.0.linear2.bias,0.06382620334625244
3,general,weights_l2,transformer.layers.0.norm1.weight,4.425719261169434
3,general,weights_l2,transformer.layers.0.norm1.bias,0.22568075358867645
3,general,weights_l2,transformer.layers.0.norm2.weight,8.339552879333496
3,general,weights_l2,transformer.layers.0.norm2.bias,0.27025675773620605
3,general,weights_l2,linear.weight,23.523174285888672
3,general,weights_l2,linear.bias,0.3411800265312195
3,train,zero_terms,,0.0
3,train,softmax_collapse,,0.0
4,train,loss,,0.0013644304126501083
4,test,loss,,3.562161445617676
4,train,accuracy,,0.9999999403953552
4,test,accuracy,,0.10282981395721436
4,general,weights_l2,embedding.weight,39.82038879394531
4,general,weights_l2,transformer.layers.0.self_attn.in_proj_weight,19.869443893432617
4,general,weights_l2,transformer.layers.0.self_attn.in_proj_bias,1.037419319152832
4,general,weights_l2,transformer.layers.0.self_attn.out_proj.weight,7.683228492736816
4,general,weights_l2,transformer.layers.0.self_attn.out_proj.bias,0.07039774954319
4,general,weights_l2,transformer.layers.0.linear1.weight,26.611263275146484
4,general,weights_l2,transformer.layers.0.linear1.bias,1.7687219381332397
4,general,weights_l2,transformer.layers.0.linear2.weight,19.77155876159668
4,general,weights_l2,transformer.layers.0.linear2.bias,0.052868444472551346
4,general,weights_l2,transformer.layers.0.norm1.weight,3.243191957473755
4,general,weights_l2,transformer.layers.0.norm1.bias,0.15199117362499237
4,general,weights_l2,transformer.layers.0.norm2.weight,7.733562469482422
4,general,weights_l2,transformer.layers.0.norm2.bias,0.23010514676570892
4,general,weights_l2,linear.weight,25.652515411376953
4,general,weights_l2,linear.bias,0.3049449324607849
4,train,zero_terms,,0.0
4,train,softmax_collapse,,0.0
5,train,loss,,0.0010796210262924433
5,test,loss,,1.5466718673706055
5,train,accuracy,,0.9999999403953552
5,test,accuracy,,0.5270360112190247
5,general,weights_l2,embedding.weight,30.429147720336914
5,general,weights_l2,transformer.layers.0.self_attn.in_proj_weight,21.406496047973633
5,general,weights_l2,transformer.layers.0.self_attn.in_proj_bias,0.8337000608444214
5,general,weights_l2,transformer.layers.0.self_attn.out_proj.weight,7.596499443054199
