epoch,input_type,metric_name,layer,value
0,train,loss,,4.821481227874756
0,test,loss,,4.916634559631348
0,train,accuracy,,0.013354593887925148
0,test,accuracy,,0.0058456226252019405
0,general,weights_l2,embedding.weight,121.40360260009766
0,general,weights_l2,transformer.layers.0.self_attn.in_proj_weight,13.862486839294434
0,general,weights_l2,transformer.layers.0.self_attn.in_proj_bias,0.01599622331559658
0,general,weights_l2,transformer.layers.0.self_attn.out_proj.weight,6.528318881988525
0,general,weights_l2,transformer.layers.0.self_attn.out_proj.bias,0.011312584392726421
0,general,weights_l2,transformer.layers.0.linear1.weight,26.146839141845703
0,general,weights_l2,transformer.layers.0.linear1.bias,2.301659107208252
0,general,weights_l2,transformer.layers.0.linear2.weight,6.544743061065674
0,general,weights_l2,transformer.layers.0.linear2.bias,0.14055073261260986
0,general,weights_l2,transformer.layers.0.norm1.weight,11.313894271850586
0,general,weights_l2,transformer.layers.0.norm1.bias,0.011312587186694145
0,general,weights_l2,transformer.layers.0.norm2.weight,11.313714981079102
0,general,weights_l2,transformer.layers.0.norm2.bias,0.011313110589981079
0,general,weights_l2,linear.weight,6.1654052734375
0,general,weights_l2,linear.bias,0.5532781481742859
0,train,zero_terms,,0.0
0,train,softmax_collapse,,0.0
1,train,loss,,0.6262452602386475
1,test,loss,,5.13259220123291
1,train,accuracy,,0.9986047148704529
1,test,accuracy,,0.008768433704972267
1,general,weights_l2,embedding.weight,121.28170776367188
1,general,weights_l2,transformer.layers.0.self_attn.in_proj_weight,14.624726295471191
1,general,weights_l2,transformer.layers.0.self_attn.in_proj_bias,0.2711016535758972
1,general,weights_l2,transformer.layers.0.self_attn.out_proj.weight,7.257386684417725
1,general,weights_l2,transformer.layers.0.self_attn.out_proj.bias,0.15752553939819336
1,general,weights_l2,transformer.layers.0.linear1.weight,29.51658058166504
1,general,weights_l2,transformer.layers.0.linear1.bias,2.44954514503479
1,general,weights_l2,transformer.layers.0.linear2.weight,10.791089057922363
1,general,weights_l2,transformer.layers.0.linear2.bias,0.18128648400306702
1,general,weights_l2,transformer.layers.0.norm1.weight,11.333746910095215
1,general,weights_l2,transformer.layers.0.norm1.bias,0.15727484226226807
1,general,weights_l2,transformer.layers.0.norm2.weight,11.319975852966309
1,general,weights_l2,transformer.layers.0.norm2.bias,0.16870169341564178
1,general,weights_l2,linear.weight,6.666228771209717
1,general,weights_l2,linear.bias,0.6305521726608276
1,train,zero_terms,,0.0
1,train,softmax_collapse,,0.0
2,train,loss,,0.11872685700654984
2,test,loss,,1.0410012006759644
2,train,accuracy,,0.9999999403953552
2,test,accuracy,,0.8213099837303162
2,general,weights_l2,embedding.weight,121.27828216552734
2,general,weights_l2,transformer.layers.0.self_attn.in_proj_weight,14.85137939453125
2,general,weights_l2,transformer.layers.0.self_attn.in_proj_bias,0.2676507830619812
2,general,weights_l2,transformer.layers.0.self_attn.out_proj.weight,7.509205341339111
2,general,weights_l2,transformer.layers.0.self_attn.out_proj.bias,0.1775127500295639
2,general,weights_l2,transformer.layers.0.linear1.weight,30.503217697143555
2,general,weights_l2,transformer.layers.0.linear1.bias,2.41469144821167
2,general,weights_l2,transformer.layers.0.linear2.weight,10.877272605895996
2,general,weights_l2,transformer.layers.0.linear2.bias,0.18476566672325134
2,general,weights_l2,transformer.layers.0.norm1.weight,11.347342491149902
2,general,weights_l2,transformer.layers.0.norm1.bias,0.17606715857982635
2,general,weights_l2,transformer.layers.0.norm2.weight,10.966691017150879
2,general,weights_l2,transformer.layers.0.norm2.bias,0.17356552183628082
2,general,weights_l2,linear.weight,6.716875076293945
2,general,weights_l2,linear.bias,0.658408522605896
2,train,zero_terms,,0.0
2,train,softmax_collapse,,0.0
3,train,loss,,0.043977636843919754
3,test,loss,,0.1730307638645172
3,train,accuracy,,0.9999999403953552
3,test,accuracy,,0.999601423740387
3,general,weights_l2,embedding.weight,121.28279876708984
3,general,weights_l2,transformer.layers.0.self_attn.in_proj_weight,15.01165771484375
3,general,weights_l2,transformer.layers.0.self_attn.in_proj_bias,0.2951469123363495
3,general,weights_l2,transformer.layers.0.self_attn.out_proj.weight,7.6002116203308105
3,general,weights_l2,transformer.layers.0.self_attn.out_proj.bias,0.1876271665096283
3,general,weights_l2,transformer.layers.0.linear1.weight,30.797561645507812
3,general,weights_l2,transformer.layers.0.linear1.bias,2.381000518798828
3,general,weights_l2,transformer.layers.0.linear2.weight,10.912107467651367
3,general,weights_l2,transformer.layers.0.linear2.bias,0.18599233031272888
3,general,weights_l2,transformer.layers.0.norm1.weight,11.355674743652344
3,general,weights_l2,transformer.layers.0.norm1.bias,0.18662051856517792
3,general,weights_l2,transformer.layers.0.norm2.weight,10.70300006866455
3,general,weights_l2,transformer.layers.0.norm2.bias,0.17256686091423035
3,general,weights_l2,linear.weight,6.772453308105469
3,general,weights_l2,linear.bias,0.6595683097839355
