epoch,input_type,metric_name,layer,value
0,train,loss,,4.718611240386963
0,test,loss,,4.731808662414551
0,train,accuracy,,0.017622869461774826
0,test,accuracy,,0.006264682859182358
0,general,weights_l2,layers.0.weight,8.370484352111816
0,general,weights_l2,layers.1.weight,8.404789924621582
0,general,weights_l2,layers.2.weight,6.3084635734558105
0,train,zero_terms,,0.0
0,train,softmax_collapse,,0.0
1,train,loss,,4.487517356872559
1,test,loss,,4.927429676055908
1,train,accuracy,,0.05619737505912781
1,test,accuracy,,0.00013051422138232738
1,general,weights_l2,layers.0.weight,11.80034065246582
1,general,weights_l2,layers.1.weight,11.534432411193848
1,general,weights_l2,layers.2.weight,8.58871078491211
1,train,zero_terms,,0.0
1,train,softmax_collapse,,0.0
2,train,loss,,4.130343914031982
2,test,loss,,5.377971172332764
2,train,accuracy,,0.0826316773891449
2,test,accuracy,,0.00013051422138232738
2,general,weights_l2,layers.0.weight,16.258384704589844
2,general,weights_l2,layers.1.weight,15.07105827331543
2,general,weights_l2,layers.2.weight,10.998384475708008
2,train,zero_terms,,0.0
2,train,softmax_collapse,,0.0
3,train,loss,,3.8284099102020264
3,test,loss,,5.505794525146484
3,train,accuracy,,0.1591932624578476
3,test,accuracy,,0.0007830853573977947
3,general,weights_l2,layers.0.weight,20.29644203186035
3,general,weights_l2,layers.1.weight,17.061063766479492
3,general,weights_l2,layers.2.weight,12.192273139953613
3,train,zero_terms,,0.0
3,train,softmax_collapse,,0.0
4,train,loss,,3.587693929672241
4,test,loss,,5.518219470977783
4,train,accuracy,,0.23673388361930847
4,test,accuracy,,0.0005220568855293095
4,general,weights_l2,layers.0.weight,23.23996925354004
4,general,weights_l2,layers.1.weight,18.202539443969727
4,general,weights_l2,layers.2.weight,12.778538703918457
4,train,zero_terms,,0.0
4,train,softmax_collapse,,0.0
5,train,loss,,3.3973283767700195
5,test,loss,,5.458258152008057
5,train,accuracy,,0.3048756420612335
5,test,accuracy,,0.0013051421847194433
5,general,weights_l2,layers.0.weight,25.214248657226562
5,general,weights_l2,layers.1.weight,18.868043899536133
5,general,weights_l2,layers.2.weight,13.148757934570312
5,train,zero_terms,,0.0
5,train,softmax_collapse,,0.0
6,train,loss,,3.2282509803771973
6,test,loss,,5.323031902313232
6,train,accuracy,,0.36694732308387756
6,test,accuracy,,0.002349256072193384
6,general,weights_l2,layers.0.weight,26.570539474487305
6,general,weights_l2,layers.1.weight,19.306114196777344
6,general,weights_l2,layers.2.weight,13.466741561889648
6,train,zero_terms,,0.0
6,train,softmax_collapse,,0.0
7,train,loss,,3.022015333175659
7,test,loss,,5.001960754394531
7,train,accuracy,,0.4507538676261902
7,test,accuracy,,0.0057426257990300655
7,general,weights_l2,layers.0.weight,27.59041404724121
7,general,weights_l2,layers.1.weight,19.655765533447266
7,general,weights_l2,layers.2.weight,13.856720924377441
7,train,zero_terms,,0.0
7,train,softmax_collapse,,0.0
8,train,loss,,2.668731212615967
8,test,loss,,4.305355072021484
8,train,accuracy,,0.5747013688087463
8,test,accuracy,,0.028713129460811615
8,general,weights_l2,layers.0.weight,28.371200561523438
8,general,weights_l2,layers.1.weight,20.015108108520508
8,general,weights_l2,layers.2.weight,14.478253364562988
8,train,zero_terms,,0.0
8,train,softmax_collapse,,0.0
9,train,loss,,2.1013922691345215
